image,id,choice,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,city,height,width,r_mean,g_mean,b_mean,r_std,g_std,b_std,md5,label
863.jpg,863,panel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Калуга,3120,4160,0.2981918816713072,0.2246513737213328,0.2271296282196309,0.2135792115399925,0.19618457399467013,0.1990361292508008,accbed703b8bf8b3f6057bd680442397,"[{""x"": 42.93333333333333, ""y"": 9.591474245115453, ""width"": 25.066666666666666, ""height"": 21.492007104795736, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 4160, ""original_height"": 3120}]"
864.jpg,864,"{""choices"": [""trunk"", """"]}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,Калуга,3120,4160,0.5076513939648843,0.5055390192936154,0.506544315852573,0.2017568059917096,0.20385093984266173,0.2105448970814949,3a3e2511fa6298c671383d64d77403de,
865.jpg,865,panel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Кемерово,960,1280,0.3396671613306782,0.3778319897620507,0.3647611251531862,0.15333199300676684,0.17373240794051692,0.18291740061538325,4dbbff47dc3a3890ced95eaf5dbe5773,"[{""x"": 40.53333333333333, ""y"": 30.017761989342805, ""width"": 20.666666666666668, ""height"": 16.163410301953817, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 1280, ""original_height"": 960}]"
866.jpg,866,"{""choices"": [""front"", """"]}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,Кемерово,960,1280,0.6022158809487337,0.5792984643075979,0.5475916692197713,0.2349902039049493,0.24540336255544545,0.2653193991515488,c0298a3410ca2dd5fc5f85543714691f,
867.jpg,867,front,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Кемерово,1280,960,0.464422570720997,0.4432873295802699,0.4414166666666671,0.2906318020965705,0.2865674754813789,0.2794395802933184,785d4bd5c9a8b5b87213e87cf0f628c4,
868.jpg,868,front,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Кемерово,1276,956,0.4626201266829051,0.4653210369285637,0.4704704457562459,0.2902155975534064,0.29022175147733953,0.2946865540407975,218ce9e3aed659984a3dabf128f86696,
869.jpg,869,"{""choices"": [""back"", ""labeled""]}",0,1,0,0,0,0,0,0,0,0,0,0,1,0,Кемерово,1276,956,0.4904868874268925,0.5015574130125547,0.5395008597607539,0.25525380268512915,0.2588084575434103,0.2668629025266527,a940e622ea767bc6c24ce6daabdcf02f,
870.jpg,870,"{""choices"": [""f_left"", ""labeled""]}",0,0,0,0,1,0,0,0,0,0,0,0,1,0,Кемерово,1276,956,0.4496152229861394,0.454500376900803,0.4680427693040463,0.2880037512674297,0.2874206231541615,0.29033838816997626,25a64b4c3aad2857196169f4709a2c2a,
871.jpg,871,"{""choices"": [""left"", ""labeled""]}",0,0,1,0,0,0,0,0,0,0,0,0,1,0,Кемерово,956,1276,0.4593020108320083,0.4646116828704437,0.4903830982557636,0.28171578907678857,0.2815060003043816,0.28484950282332105,af7a1da3a31e91425f8f98f3c5caa6ea,
872.jpg,872,"{""choices"": [""right"", ""labeled"", ""damaged""]}",0,0,0,1,0,0,0,0,0,0,0,0,1,1,Кемерово,956,1276,0.457446198728439,0.4766419488664813,0.5033119273994667,0.3043975554691655,0.29690779130795725,0.3067877762752922,59d56707d7ca078bfbb85bcaf3fbc0bb,"[{""x"": 9.733333333333333, ""y"": 43.77224199288257, ""width"": 1.3333333333333333, ""height"": 2.1352313167259696, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1276, ""original_height"": 956}, {""x"": 14.4, ""y"": 45.37366548042704, ""width"": 2.4, ""height"": 8.185053380782918, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1276, ""original_height"": 956}, {""x"": 31.2, ""y"": 61.56583629893238, ""width"": 14, ""height"": 2.135231316725983, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1276, ""original_height"": 956}, {""x"": 28.666666666666668, ""y"": 49.288256227758005, ""width"": 19.333333333333332, ""height"": 6.227758007117438, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1276, ""original_height"": 956}, {""x"": 33.6, ""y"": 35.94306049822064, ""width"": 17.066666666666666, ""height"": 1.9572953736654797, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1276, ""original_height"": 956}, {""x"": 31.066666666666666, ""y"": 42.88256227758007, ""width"": 1.4666666666666666, ""height"": 2.6690391459074734, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1276, ""original_height"": 956}, {""x"": 53.6, ""y"": 61.56583629893238, ""width"": 20.8, ""height"": 1.601423487544484, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1276, ""original_height"": 956}]"
873.jpg,873,"{""choices"": [""b_left"", ""labeled""]}",0,0,0,0,0,0,1,0,0,0,0,0,1,0,Кемерово,956,1276,0.4350712273078326,0.4413048496113074,0.4903749102111957,0.2540172953029836,0.2570161208448009,0.2766968821896048,91b1f5cfd861e3057b26e9a155e6a303,
874.jpg,874,"{""choices"": [""b_right"", ""labeled"", ""damaged""]}",0,0,0,0,0,0,0,1,0,0,0,0,1,1,Кемерово,956,1276,0.4056100160713279,0.4168134342311312,0.4517592176099989,0.2336506839956516,0.2360363643948771,0.256621912767734,71037059a872a296265f04c1ae282472,"[{""x"": 48.666666666666664, ""y"": 37.01067615658363, ""width"": 2.533333333333333, ""height"": 3.7366548042704584, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1276, ""original_height"": 956}, {""x"": 62.53333333333333, ""y"": 24.377224199288257, ""width"": 7.333333333333336, ""height"": 2.6690391459074734, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1276, ""original_height"": 956}, {""x"": 62.8, ""y"": 33.629893238434164, ""width"": 0.5333333333333342, ""height"": 2.3131672597864767, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1276, ""original_height"": 956}, {""x"": 63.86666666666667, ""y"": 39.679715302491104, ""width"": 8.4, ""height"": 3.5587188612099623, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1276, ""original_height"": 956}, {""x"": 64.8, ""y"": 50.5338078291815, ""width"": 6.400000000000002, ""height"": 6.049822064056939, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1276, ""original_height"": 956}]"
875.jpg,875,panel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Кемерово,956,1276,0.30926733300053943,0.3275043200213151,0.3607323693108358,0.20444150318999327,0.20816130719647408,0.21871266378352688,e8ac3a9dd11e3b56532b691b93e9da85,"[{""x"": 40.53333333333333, ""y"": 18.86120996441281, ""width"": 27.733333333333334, ""height"": 22.06405693950178, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 1276, ""original_height"": 956}]"
876.jpg,876,trunk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Кемерово,719,1280,0.4123560602961629,0.4507969691701438,0.5244036047137909,0.2482993502614601,0.25731650281857216,0.298154150919186,eb1e3c3a187563a4bbcaa85a4ef15b0c,
877.jpg,877,"{""choices"": [""interior"", ""dirty""]}",0,0,0,0,0,0,0,0,1,0,0,1,0,0,Кемерово,1280,719,0.4598543729035428,0.4612531276418773,0.4545312968720172,0.3256330964257376,0.3269666525619726,0.3274993544551512,a8f8e2e9187df14eaee2b312e862b529,"[{""x"": 49.791376912378304, ""y"": 78.125, ""width"": 21.974965229485395, ""height"": 4.53125, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 719, ""original_height"": 1280}, {""x"": 51.738525730180804, ""y"": 35.78125, ""width"": 7.649513212795549, ""height"": 1.796875, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 719, ""original_height"": 1280}, {""x"": 39.77746870653686, ""y"": 27.03125, ""width"": 4.728789986091794, ""height"": 2.65625, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 719, ""original_height"": 1280}, {""x"": 36.578581363004176, ""y"": 48.046875, ""width"": 4.172461752433936, ""height"": 2.421875, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 719, ""original_height"": 1280}, {""x"": 0.13908205841446453, ""y"": 55.078125, ""width"": 53.82475660639778, ""height"": 24.531250000000007, ""rotation"": 0, ""rectanglelabels"": [""dirt""], ""original_width"": 719, ""original_height"": 1280}, {""x"": 2.7816411682892905, ""y"": 77.1875, ""width"": 97.07927677329624, ""height"": 21.71875, ""rotation"": 0, ""rectanglelabels"": [""dirt""], ""original_width"": 719, ""original_height"": 1280}]"
878.jpg,878,"{""choices"": [""right"", """", ""labeled"", ""damaged""]}",0,0,0,1,0,0,0,0,0,0,0,0,1,1,Кемерово,719,1280,0.5335294373312608,0.4887665756497314,0.4632965217554338,0.2212150993597203,0.2271280283323905,0.23835588647608394,431624bcb980a7b241175ae43e8252b6,"[{""x"": 80.53333333333333, ""y"": 61.757719714964374, ""width"": 10, ""height"": 23.27790973871733, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 719}, {""x"": 68, ""y"": 70.07125890736341, ""width"": 3.7333333333333414, ""height"": 5.700712589073632, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 719}]"
879.jpg,879,"{""choices"": [""f_right"", ""labeled"", ""damaged""]}",0,0,0,0,0,1,0,0,0,0,0,0,1,1,Кемерово,719,1280,0.6252663310630232,0.5798773614974503,0.5328098751670348,0.2469681870244449,0.2638107344971683,0.30855018741800033,9b330ca6ebe39326ace55fce7b091923,"[{""x"": 38.93333333333333, ""y"": 55.10688836104513, ""width"": 8.4, ""height"": 12.826603325415677, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 719}, {""x"": 46, ""y"": 64.37054631828978, ""width"": 19.6, ""height"": 29.453681710213765, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 719}]"
880.jpg,880,"{""choices"": [""b_left"", ""labeled""]}",0,0,0,0,0,0,1,0,0,0,0,0,1,0,Кемерово,960,1280,0.5248398086448124,0.5085165760314542,0.5125517705780229,0.2195153791699262,0.2335520494952669,0.2275649593594913,5c6f13e0d537df3dc6147649e7532977,
881.jpg,881,"{""choices"": [""left"", """", ""labeled""]}",0,0,1,0,0,0,0,0,0,0,0,0,1,0,Кемерово,719,1280,0.6110076972374489,0.6229858540251982,0.6431869946344325,0.2450044349261345,0.2442031417698003,0.2222096257938538,2219503e2aac13b898f5496ac9c14ac7,
882.jpg,882,"{""choices"": [""back"", ""labeled""]}",0,1,0,0,0,0,0,0,0,0,0,0,1,0,Кемерово,960,1280,0.4887936676623777,0.4757829637714461,0.4810416443270016,0.21208330276124834,0.21727079560189064,0.2119572500387996,136d4cd15b9531ba35c12a40a31ef97a,
883.jpg,883,front,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Кемерово,1280,960,0.44062461384293294,0.4438745404411766,0.4514814612694036,0.2888769838394877,0.2858381522214026,0.28336280213243736,813467503829ffb6cc07f9b9715adcbb,
884.jpg,884,panel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Кемерово,720,1280,0.5841408547794121,0.5846790662445532,0.5797723098788127,0.12296758809444995,0.1213912242444302,0.12565942570203192,452d9c9fc5126956c70d06a2c056044f,"[{""x"": 42.93333333333333, ""y"": 24.170616113744074, ""width"": 16.533333333333335, ""height"": 16.587677725118482, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 1280, ""original_height"": 720}]"
885.jpg,885,trunk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Кемерово,960,1280,0.6848985587724672,0.6308735670700575,0.6160971871170342,0.1415634378205203,0.16484962425494215,0.17019515710123678,f72e8f2763a5cc52263a5eac8f0a87f5,
886.jpg,886,"{""choices"": [""back"", ""labeled""]}",0,1,0,0,0,0,0,0,0,0,0,0,1,0,Кемерово,1280,960,0.4690090571384806,0.477946665645425,0.5057802766288806,0.2878991310249932,0.2787733254516245,0.267129821198808,a2f0d6bf1596d8358fbbf665577b531a,
887.jpg,887,"{""choices"": [""f_right"", ""labeled""]}",0,0,0,0,0,1,0,0,0,0,0,0,1,0,Кемерово,1280,960,0.40818763403799,0.4155833205678103,0.4520503663705067,0.2779899911749957,0.2744825386264343,0.26725498100270506,96eefcb91196d3b41739c6c4187bf69f,
888.jpg,888,"{""choices"": [""f_left"", ""labeled""]}",0,0,0,0,1,0,0,0,0,0,0,0,1,0,Кемерово,1280,960,0.41428485306883134,0.4285371795853758,0.44653784658394624,0.29218653806917605,0.2849777587650325,0.2781955700855552,c32df81ec1f9440f018581ed8bbb8844,
889.jpg,889,"{""choices"": [""left"", ""labeled"", ""damaged""]}",0,0,1,0,0,0,0,0,0,0,0,0,1,1,Кемерово,960,1280,0.43837161075367626,0.4488394001480802,0.4763704044117647,0.24765973791341875,0.2423833006451247,0.24234988104733235,d1e2c5e386bc30449903bc0d77e0d39c,"[{""x"": 79.2, ""y"": 41.56305506216696, ""width"": 3.3333333333333335, ""height"": 3.730017761989343, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 68, ""y"": 58.6145648312611, ""width"": 1.4666666666666666, ""height"": 4.618117229129663, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}]"
890.jpg,890,"{""choices"": [""right"", ""labeled"", ""damaged""]}",0,0,0,1,0,0,0,0,0,0,0,0,1,1,Кемерово,960,1280,0.4203936280892563,0.4247086620455473,0.4644806570414624,0.2518767423714403,0.248421474179557,0.2391542431752138,7305b8378832d2333a3d3b981069ed7f,"[{""x"": 16.533333333333335, ""y"": 40.319715808170514, ""width"": 1.0666666666666667, ""height"": 2.1314387211367674, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 19.6, ""y"": 44.40497335701598, ""width"": 1.3333333333333333, ""height"": 2.4866785079928917, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 32, ""y"": 56.48312611012433, ""width"": 11.333333333333334, ""height"": 3.019538188277087, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 30.133333333333333, ""y"": 46.53641207815275, ""width"": 15.066666666666666, ""height"": 6.039076376554174, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 50.266666666666666, ""y"": 58.08170515097691, ""width"": 20.933333333333334, ""height"": 4.262877442273535, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 34.266666666666666, ""y"": 33.39253996447602, ""width"": 14.4, ""height"": 3.730017761989343, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}]"
891.jpg,891,"{""choices"": [""b_right"", ""labeled"", ""damaged""]}",0,0,0,0,0,0,0,1,0,0,0,0,1,1,Кемерово,1280,960,0.4771923860038808,0.4908745212928925,0.5208462711907683,0.27331641343966856,0.2636253350472994,0.2584200274712234,47b8ff4f4ad3ee5b092e22f0198ece7d,"[{""x"": 45.86666666666667, ""y"": 46.4, ""width"": 2.8000000000000007, ""height"": 2.4000000000000004, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 960, ""original_height"": 1280}, {""x"": 51.86666666666667, ""y"": 49.9, ""width"": 1.733333333333336, ""height"": 3.2, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 960, ""original_height"": 1280}, {""x"": 63.06666666666667, ""y"": 48.5, ""width"": 11.733333333333333, ""height"": 3.7, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 960, ""original_height"": 1280}, {""x"": 64.93333333333334, ""y"": 55.8, ""width"": 9.066666666666666, ""height"": 2.8, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 960, ""original_height"": 1280}, {""x"": 61.06666666666667, ""y"": 39.5, ""width"": 11.466666666666667, ""height"": 1.8, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 960, ""original_height"": 1280}, {""x"": 62.53333333333333, ""y"": 44.9, ""width"": 1.2, ""height"": 1.4000000000000012, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 960, ""original_height"": 1280}, {""x"": 76.79999999999998, ""y"": 52.8, ""width"": 8.133333333333347, ""height"": 2.9, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 960, ""original_height"": 1280}]"
892.jpg,892,"{""choices"": [""b_left"", ""labeled"", ""damaged""]}",0,0,0,0,0,0,1,0,0,0,0,0,1,1,Кемерово,1280,960,0.4802832733353758,0.4879177293964458,0.5214740062040439,0.30639382084453204,0.29833137831042905,0.2872805139391336,9bc6a84641f38a9213e1f9b393ef8824,"[{""x"": 42, ""y"": 52.1, ""width"": 3.599999999999999, ""height"": 2.1000000000000005, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 960, ""original_height"": 1280}, {""x"": 46.533333333333324, ""y"": 45, ""width"": 1.2000000000000075, ""height"": 1.0999999999999972, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 960, ""original_height"": 1280}]"
893.jpg,893,interior,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Кемерово,960,1280,0.5553573931525735,0.5409113721660544,0.5372773692810457,0.2524526491921233,0.2649218504340061,0.2661340296618869,439df28318567cd4e0e08e58de0efefc,"[{""x"": 49.2, ""y"": 47.42451154529307, ""width"": 11.466666666666667, ""height"": 7.104795737122558, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 54.13333333333333, ""y"": 56.48312611012433, ""width"": 2.933333333333333, ""height"": 3.374777975133215, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 48.266666666666666, ""y"": 32.5044404973357, ""width"": 6.4, ""height"": 5.506216696269982, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 1280, ""original_height"": 960}]"
894.jpg,894,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Кемерово,960,1280,0.41562897646037583,0.4177941719005308,0.413616051368464,0.3255288813436895,0.32503436021258925,0.3266928383310796,60e2a309ceea86e573040c146cc65b6e,
895.jpg,895,panel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Кострома,960,1280,0.4004988830167484,0.4155468686172384,0.4281496917126224,0.17075832135806293,0.16987783500174444,0.17433506287905498,5e9e8e4c2f81da79a57cc353eb0781bc,"[{""x"": 50.4, ""y"": 35.701598579040855, ""width"": 21.333333333333332, ""height"": 15.2753108348135, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 1280, ""original_height"": 960}]"
896.jpg,896,"{""choices"": [""front"", ""dirty""]}",1,0,0,0,0,0,0,0,0,0,0,1,0,0,Кострома,1280,960,0.605776070389093,0.6209998755361518,0.6291350943372139,0.274622436859905,0.2618211641677751,0.2593387491412417,99b071f35cbaecd07e2ca865c1e60a50,
897.jpg,897,"{""choices"": [""back"", ""dirty"", ""labeled""]}",0,1,0,0,0,0,0,0,0,0,0,1,1,0,Кострома,1280,960,0.5504916800704653,0.5730632244434235,0.6033088554432188,0.2857047892641658,0.2789286136755825,0.2641029171377775,37112e8cf81d5c18c192f3c6f23fa16f,
898.jpg,898,"{""choices"": [""b_right"", ""dirty"", ""labeled""]}",0,0,0,0,0,0,0,1,0,0,0,1,1,0,Кострома,1280,960,0.5386214033139296,0.5598619344873366,0.5971596998825575,0.2814217750321077,0.2772680891384567,0.2630552877499937,b32294d75cc1bb88a007f5d36d5b8f92,
899.jpg,899,"{""choices"": [""f_right"", ""dirty"", ""labeled""]}",0,0,0,0,0,1,0,0,0,0,0,1,1,0,Кострома,1280,960,0.5539885206035542,0.5799236174938729,0.5985776526756537,0.26720410714853204,0.2635178305268279,0.2662593941462897,485f11e30e5a621d86090ac61b511b89,
900.jpg,900,"{""choices"": [""f_left"", ""dirty"", ""labeled""]}",0,0,0,0,1,0,0,0,0,0,0,1,1,0,Кострома,1280,960,0.5630111187704249,0.5819047309027782,0.5971357549530227,0.2740362102733599,0.2646420673800929,0.2636155666729785,500714a36cef9b7b908aa4407c70c55f,
901.jpg,901,"{""choices"": [""b_left"", ""dirty"", ""labeled""]}",0,0,0,0,0,0,1,0,0,0,0,1,1,0,Кострома,1280,960,0.5499472369025735,0.5690473505157271,0.6122998780892567,0.2927360868148709,0.2883659965269673,0.2666229029128398,3ea90c8f42d0e8e05deba5e2a234d64b,
902.jpg,902,"{""choices"": [""interior"", ""dirty""]}",0,0,0,0,0,0,0,0,1,0,0,1,0,0,Кострома,1280,960,0.4289018778084149,0.4343566080729167,0.4550415294372957,0.302935210957411,0.31426525112095,0.3154922150425982,668aee9009f17348d24ff3386a2046c2,"[{""x"": 53.17997293640054, ""y"": 71.26903553299492, ""width"": 45.87280108254398, ""height"": 28.730964467005077, ""rotation"": 0, ""rectanglelabels"": [""dirt""], ""original_width"": 960, ""original_height"": 1280}, {""x"": 50.74424898511502, ""y"": 60.203045685279186, ""width"": 10.148849797023004, ""height"": 5.98984771573604, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 960, ""original_height"": 1280}, {""x"": 61.028416779431666, ""y"": 46.80203045685279, ""width"": 23.13937753721245, ""height"": 11.065989847715736, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 960, ""original_height"": 1280}]"
903.jpg,903,"{""choices"": [""trunk"", ""dirty""]}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,Кострома,1280,960,0.4595416347528597,0.4758438904207518,0.5087394652522466,0.31859328947679577,0.32453016298440496,0.3263280382132457,a217b7f8e76b4528b5acece721c457ed,
904.jpg,904,interior,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Кострома,960,1280,0.5799161273233251,0.6097648239634399,0.6238329088796977,0.16216862569044832,0.16225993025931226,0.16552671109214642,6bfa78b9646ecffaf79beeda7df76409,
905.jpg,905,interior,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Кострома,960,1280,0.4420191642412171,0.4642821946486926,0.4770649637459151,0.2622443183526738,0.26601391317720896,0.2663781504690373,81a0f8d35cca5a38160b2cf5e6d0b396,
906.jpg,906,interior,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Кострома,960,1280,0.4133832656760619,0.435297877093546,0.4448801476970996,0.2252218973743676,0.2262793751655774,0.2308093988510713,40dcc48a511e645b7805cc5cbeffbc53,
907.jpg,907,interior,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Кострома,960,1280,0.3968276654411767,0.4113609451593137,0.4227442618974675,0.2779496335677659,0.2815263427937879,0.2848331280959233,8f9e849be1d618dfc37659d6d6e6e598,
908.jpg,908,interior,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Кострома,960,1280,0.4340679093903188,0.4595389922896242,0.474638694214665,0.22394378630717576,0.2293234558110999,0.2316380088505355,2358154a06e84bb7f06b5f6e2f48e68e,
909.jpg,909,interior,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Кострома,960,1280,0.4035347062653187,0.4312071397569445,0.4455513014450573,0.1732025435386145,0.1853190313632211,0.18887927159783727,34a5d22410f9ba7cac25871860330d9c,
910.jpg,910,"{""choices"": [""back"", ""labeled""]}",0,1,0,0,0,0,0,0,0,0,0,0,1,0,Кострома,1280,960,0.5989487049377042,0.6057185840482027,0.6153928589665034,0.2730868767698917,0.2652508672800827,0.2496801255662385,d5b8bfcc00be66580532545b0981f9c6,
911.jpg,911,"{""choices"": [""right"", ""labeled"", ""damaged""]}",0,0,0,1,0,0,0,0,0,0,0,0,1,1,Кострома,960,1280,0.5892536637050657,0.6065922564338234,0.6250316553053517,0.2656979340931373,0.26118456880660673,0.24771236662426585,92c30eb70ddc1d0bc301433cea87dc8c,"[{""x"": 11.333333333333334, ""y"": 34.63587921847247, ""width"": 4.533333333333333, ""height"": 4.618117229129663, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}]"
912.jpg,912,panel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Кострома,960,1280,0.3222286720026552,0.3448449978298612,0.36854600056168296,0.2298323672278428,0.23460496329746075,0.2464904360447506,71de562c976f9e4103b42eb7b8a8c32e,"[{""x"": 42.4, ""y"": 32.326820603907635, ""width"": 32.13333333333333, ""height"": 23.623445825932503, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 1280, ""original_height"": 960}]"
913.jpg,913,"{""choices"": [""left"", ""labeled""]}",0,0,1,0,0,0,0,0,0,0,0,0,1,0,Кострома,960,1280,0.5995949435763885,0.6083718054279007,0.618775677849265,0.2607465798125193,0.2537644157162353,0.2443878915882355,ba198d40626b527747d81a32edd14bb6,
914.jpg,914,"{""choices"": [""f_left"", ""labeled""]}",0,0,0,0,1,0,0,0,0,0,0,0,1,0,Кострома,960,1280,0.5903785647722631,0.5917758214613972,0.5837589901194853,0.2652997862414342,0.2615943349298912,0.2634153015726888,15a2b161de32cea0aff0cc6b326529dd,
915.jpg,915,"{""choices"": [""b_left"", ""labeled""]}",0,0,0,0,0,0,1,0,0,0,0,0,1,0,Кострома,960,1280,0.572007394429126,0.5730645041870915,0.6136484662224267,0.2663554321660101,0.2637533557156635,0.2435943588527989,4cd5411e2a5076698d1001185ed63ba3,
916.jpg,916,"{""choices"": [""b_right"", ""labeled"", ""damaged""]}",0,0,0,0,0,0,0,1,0,0,0,0,1,1,Кострома,960,1280,0.5635973179636439,0.5693054502399918,0.602873273463031,0.2699225138927448,0.2710852364668385,0.2574244450172275,bfe465da0ab1791c74fb0e5b7c546884,"[{""x"": 46.93333333333333, ""y"": 40.49733570159858, ""width"": 4.666666666666667, ""height"": 6.039076376554174, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}]"
917.jpg,917,"{""choices"": [""f_right"", ""labeled""]}",0,0,0,0,0,1,0,0,0,0,0,0,1,0,Кострома,960,1280,0.5970724347681778,0.595164582695057,0.5910977360345179,0.2510453628941869,0.2438533026419417,0.24164993186358416,bb78d58b66ad6b750f26ad6f00902cd7,
918.jpg,918,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Кострома,960,1280,0.4269218367034313,0.4465891831341912,0.4574402158649919,0.2398037421882851,0.2494668270936077,0.2592313655858691,660ba31770c6f7b1b0167c0a03288ad3,
919.jpg,919,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Кострома,960,1280,0.4406840086294935,0.4476663092320259,0.4641414515676061,0.19653450463702726,0.2038866343403171,0.19549978709209928,b6111270be3197f87f352aad36f148ab,
920.jpg,920,"{""choices"": [""trunk"", """"]}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,Кострома,960,1280,0.3127337718290439,0.312538108277165,0.3137677919475082,0.2426549663107188,0.2541475550885208,0.2611135375561823,e2bc321c054d9c13a7a27f84e1e9075b,
921.jpg,921,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Кострома,1280,960,0.5058960535386028,0.5256061006433823,0.5912921262254902,0.1846941444747446,0.1979604704567792,0.21455802939993351,71d886e3fcdf24f2fd976b06ba7ef2a4,
